"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"English",1,"Female","37","","","Yes",".25",2
1,"English",1,"Male","22","","","Yes",".25",3
2,"english",0,"Female","35","","","Yes",".25",3
3,"english",1,"Male","30","no","","Yes","0.40",3
4,"English",0,"Male","46","no","none","Yes","$0.50",3
5,"english",1,"Female","42","no problems","","Yes","1.00",0
6,"English",0,"Male","33","","","Yes",".30",3
7,"english",0,"Female","29","","","Yes","25",3
8,"english",0,"Male","37","none","","Yes","somewhat fair",2
9,"English",1,"Male","51","The hit no, the Mars experiment, yes...loss of data","","Yes","0.25",2
10,"e",0,"Male","27","","","Yes","10",2
11,"English",0,"Female","30","No.","","Yes","0.25",3
12,"English",0,"Male","20","","","Yes","0.25",1
13,"English",1,"Female","65","not at all","fun study!","Yes","0.25",4
14,"English",0,"Male","36","No","","Yes",NA,4
15,"English",0,"Female","29","No","Great study!","Yes",NA,4
16,"english",0,"Male","21","no","","Yes","0.3",2
17,"English ",1,"Female","27","No there weren&quotechart. ","","Yes","0.25",3
18,"e",0,"Male","27","","","Yes","",3
19,"English",0,"Male","34","no","","Yes",".50",1
20,"e",0,"Male","27","","","Yes",".50",3
21,"English",-1,"Female","40","One set of data was misplaced.","This HIT was unsatisfying. I didn&quotechart know if I should look for patterns, and I didn&quotechart see a way to extrapolate further data, since I then couldn&quotechart return to the previous screen. ","Confused","10",4
22,"english",0,"Male","26","no","","Confused",".25",4
23,"English",0,"Male","24","","","Confused","0.25",2
24,"English",0,"Female","25","","","Confused",".20",3
25,"English",0,"",NA,"I don&quotechart think so.","Not at this time. Thank you.","Yes","$0.35",-1
26,"English",0,"Male","35","No","","Yes","0.25",3
27,"English",0,"Female","34","no","no","Yes",".25",2
28,"English",1,"Male","30","No","","Yes","0.30",0
29,"English",0,"Female","46","I didn&quotechart notice any problems or bugs.","","Yes","15 cents",2
30,"English",0,"Female","27","none","Thanks","Yes","$0.35",3
31,"English",0,"Female","30","no","","Yes","0.25",3
32,"English",1,"Female","38","no","","Yes","0.25",2
33,"English",1,"Female","25","No","","Yes","",3
34,"english",1,"Female","28","no","","Yes","0.25",2
35,"English",0,"Female","35","","","Yes",".50",3
36,"English",0,"Female","29","","","Yes",".40",3
37,"English",0,"Male","33","","","Yes","0.50",3
38,"English",0,"Female","65","no","no","Yes","40",0
39,"English",1,"Female","55","no","","Yes",".40",3
40,"English",0,"Male","33","No","","Yes","it is fair",3
41,"English",1,"Female","30","no","","Yes",".25",3
42,"English",0,"Female","Female","No","","Yes",".25",4
43,"english",0,"Male","35","","","Yes","yes",3
44,"English",1,"Female","39","","","Yes",".25",3
45,"ENGLISH",0,"Female","56","NO","","No",".25",1
