"workerid","trial_type","Property","prevalence","Category"
21,"priors","dont have beautiful feathers",100,"Mosquitos"
21,"priors","dont have beautiful feathers",40,"Swans"
21,"priors","dont have beautiful feathers",10,"Peacocks"
21,"priors","dont have beautiful feathers",100,"Ticks"
21,"priors","dont have beautiful feathers",100,"raccoons"
21,"priors","dont have beautiful feathers",100,"cats"
21,"priors","dont have beautiful feathers",100,"pigs"
21,"priors","dont have beautiful feathers",100,"bats"
21,"priors","dont have beautiful feathers",100,"octopuses"
22,"priors","dont have beautiful feathers",0,"Ducks"
22,"priors","dont have beautiful feathers",0,"Cardinals"
22,"priors","dont have beautiful feathers",100,"Kangaroos"
22,"priors","dont have beautiful feathers",100,"Leopards"
22,"priors","dont have beautiful feathers",0,"Peacocks"
22,"priors","dont have beautiful feathers",100,"Mosquitos"
22,"priors","dont have beautiful feathers",100,"Dogs"
22,"priors","dont have beautiful feathers",100,"Cats"
22,"priors","dont have beautiful feathers",100,"Lions"
22,"priors","dont have beautiful feathers",100,"Tigers"
22,"priors","dont have beautiful feathers",100,"Wolves"
24,"priors","dont have beautiful feathers",50,"Peacocks"
24,"priors","dont have beautiful feathers",100,"Kangaroos"
24,"priors","dont have beautiful feathers",100,"Ticks"
24,"priors","dont have beautiful feathers",100,"Mosquitos"
24,"priors","dont have beautiful feathers",50,"Robins"
24,"priors","dont have beautiful feathers",0,"Swans"
24,"priors","dont have beautiful feathers",50,"geese"
24,"priors","dont have beautiful feathers",100,"elephants"
24,"priors","dont have beautiful feathers",100,"giraffes"
24,"priors","dont have beautiful feathers",100,"honeybees"
24,"priors","dont have beautiful feathers",75,"ducks"
25,"priors","dont have beautiful feathers",100,"Leopards"
25,"priors","dont have beautiful feathers",100,"Kangaroos"
25,"priors","dont have beautiful feathers",0,"Peacocks"
25,"priors","dont have beautiful feathers",100,"Mosquitos"
25,"priors","dont have beautiful feathers",100,"Ticks"
25,"priors","dont have beautiful feathers",75,"Ducks"
25,"priors","dont have beautiful feathers",5,"Geese"
25,"priors","dont have beautiful feathers",100,"Moose"
25,"priors","dont have beautiful feathers",100,"Dogs"
25,"priors","dont have beautiful feathers",100,"Wolves"
25,"priors","dont have beautiful feathers",100,"Deer"
26,"priors","dont have beautiful feathers",100,"Leopards"
26,"priors","dont have beautiful feathers",50,"Peacocks"
26,"priors","dont have beautiful feathers",50,"Ducks"
26,"priors","dont have beautiful feathers",50,"Robins"
26,"priors","dont have beautiful feathers",50,"Swans"
26,"priors","dont have beautiful feathers",100,"Ticks"
26,"priors","dont have beautiful feathers",100,"Horses"
26,"priors","dont have beautiful feathers",100,"Sheep"
26,"priors","dont have beautiful feathers",50,"Chickens"
26,"priors","dont have beautiful feathers",50,"Roosters"
26,"priors","dont have beautiful feathers",100,"Pigs"
27,"priors","dont have beautiful feathers",0,"Ducks"
27,"priors","dont have beautiful feathers",0,"Peacocks"
27,"priors","dont have beautiful feathers",100,"Leopards"
27,"priors","dont have beautiful feathers",0,"Robins"
27,"priors","dont have beautiful feathers",100,"Tigers"
27,"priors","dont have beautiful feathers",100,"Ticks"
27,"priors","dont have beautiful feathers",100,"Dogs"
27,"priors","dont have beautiful feathers",100,"Cats"
27,"priors","dont have beautiful feathers",100,"Racoons"
27,"priors","dont have beautiful feathers",0,"Geese"
27,"priors","dont have beautiful feathers",100,"Deer"
28,"priors","dont have beautiful feathers",100,"Ticks"
28,"priors","dont have beautiful feathers",25,"Peacocks"
28,"priors","dont have beautiful feathers",100,"Kangaroos"
28,"priors","dont have beautiful feathers",100,"Leopards"
28,"priors","dont have beautiful feathers",75,"Cardinals"
28,"priors","dont have beautiful feathers",100,"Tigers"
28,"priors","dont have beautiful feathers",100,"Cobras"
28,"priors","dont have beautiful feathers",100,"Platypus"
28,"priors","dont have beautiful feathers",100,"Horses"
28,"priors","dont have beautiful feathers",100,"Zebras"
28,"priors","dont have beautiful feathers",99,"Pigeons"
29,"priors","dont have beautiful feathers",0,"Peacocks"
29,"priors","dont have beautiful feathers",100,"Sharks"
29,"priors","dont have beautiful feathers",0,"Robins"
29,"priors","dont have beautiful feathers",100,"Mosquitos"
29,"priors","dont have beautiful feathers",0,"Ducks"
29,"priors","dont have beautiful feathers",100,"Tigers"
29,"priors","dont have beautiful feathers",100,"cats"
29,"priors","dont have beautiful feathers",100,"dogs"
29,"priors","dont have beautiful feathers",100,"whales"
29,"priors","dont have beautiful feathers",100,"fish"
29,"priors","dont have beautiful feathers",100,"alligators"
30,"priors","dont have beautiful feathers",0,"Cardinals"
30,"priors","dont have beautiful feathers",100,"Mosquitos"
30,"priors","dont have beautiful feathers",100,"Sharks"
30,"priors","dont have beautiful feathers",0,"Robins"
30,"priors","dont have beautiful feathers",0,"Peacocks"
30,"priors","dont have beautiful feathers",100,"Kangaroos"
30,"priors","dont have beautiful feathers",100,"Snakes"
30,"priors","dont have beautiful feathers",100,"Monkeys"
30,"priors","dont have beautiful feathers",100,"Rabbits"
30,"priors","dont have beautiful feathers",100,"Goldfish"
30,"priors","dont have beautiful feathers",100,"Lions"
31,"priors","dont have beautiful feathers",100,"Sharks"
31,"priors","dont have beautiful feathers",100,"Mosquitos"
31,"priors","dont have beautiful feathers",100,"Kangaroos"
31,"priors","dont have beautiful feathers",90,"Robins"
31,"priors","dont have beautiful feathers",75,"Swans"
31,"priors","dont have beautiful feathers",50,"Peacocks"
31,"priors","dont have beautiful feathers",100,"Koalas"
31,"priors","dont have beautiful feathers",100,"Zebras"
31,"priors","dont have beautiful feathers",100,"Llamas"
31,"priors","dont have beautiful feathers",100,"Camels"
31,"priors","dont have beautiful feathers",100,"Dolphins"
32,"priors","dont have beautiful feathers",100,"Lions"
32,"priors","dont have beautiful feathers",100,"Ticks"
32,"priors","dont have beautiful feathers",100,"Kangaroos"
32,"priors","dont have beautiful feathers",50,"Robins"
32,"priors","dont have beautiful feathers",50,"Peacocks"
32,"priors","dont have beautiful feathers",100,"Leopards"
32,"priors","dont have beautiful feathers",100,"Tigers"
32,"priors","dont have beautiful feathers",100,"Camels"
32,"priors","dont have beautiful feathers",100,"Giraffes"
32,"priors","dont have beautiful feathers",100,"Elephants"
32,"priors","dont have beautiful feathers",100,"Rats"
33,"priors","dont have beautiful feathers",10,"Swans"
33,"priors","dont have beautiful feathers",100,"Sharks"
33,"priors","dont have beautiful feathers",100,"Leopards"
33,"priors","dont have beautiful feathers",30,"Ducks"
33,"priors","dont have beautiful feathers",0,"Peacocks"
33,"priors","dont have beautiful feathers",100,"Kangaroos"
33,"priors","dont have beautiful feathers",50,"Geese"
33,"priors","dont have beautiful feathers",100,"Wallabys"
33,"priors","dont have beautiful feathers",100,"Panthers"
33,"priors","dont have beautiful feathers",100,"Cheetahs"
33,"priors","dont have beautiful feathers",100,"Dolphins"
34,"priors","dont have beautiful feathers",100,"Leopards"
34,"priors","dont have beautiful feathers",0,"Robins"
34,"priors","dont have beautiful feathers",100,"Kangaroos"
34,"priors","dont have beautiful feathers",0,"Peacocks"
34,"priors","dont have beautiful feathers",0,"Cardinals"
34,"priors","dont have beautiful feathers",100,"Ticks"
34,"priors","dont have beautiful feathers",100,"Cat"
34,"priors","dont have beautiful feathers",100,"Goldfish"
34,"priors","dont have beautiful feathers",100,"Dolphin"
34,"priors","dont have beautiful feathers",100,"Hermit Crab"
34,"priors","dont have beautiful feathers",100,"Racoon"
35,"priors","dont have beautiful feathers",50,"Peacocks"
35,"priors","dont have beautiful feathers",100,"Kangaroos"
35,"priors","dont have beautiful feathers",50,"Robins"
35,"priors","dont have beautiful feathers",100,"Sharks"
35,"priors","dont have beautiful feathers",50,"Swans"
35,"priors","dont have beautiful feathers",50,"Ducks"
35,"priors","dont have beautiful feathers",50,"Turkeys"
35,"priors","dont have beautiful feathers",100,"Lemurs"
35,"priors","dont have beautiful feathers",100,"Camels"
35,"priors","dont have beautiful feathers",100,"Goats"
35,"priors","dont have beautiful feathers",100,"Giraffes"
36,"priors","dont have beautiful feathers",100,"Lions"
36,"priors","dont have beautiful feathers",0,"Robins"
36,"priors","dont have beautiful feathers",100,"Mosquitos"
36,"priors","dont have beautiful feathers",0,"Cardinals"
36,"priors","dont have beautiful feathers",0,"Ducks"
36,"priors","dont have beautiful feathers",0,"Peacocks"
36,"priors","dont have beautiful feathers",100,"Horses"
36,"priors","dont have beautiful feathers",100,"Giraffs"
36,"priors","dont have beautiful feathers",100,"Tigers"
36,"priors","dont have beautiful feathers",0,"Eagles"
36,"priors","dont have beautiful feathers",100,"Spiders"
37,"priors","dont have beautiful feathers",100,"Ticks"
37,"priors","dont have beautiful feathers",100,"Sharks"
37,"priors","dont have beautiful feathers",0,"Swans"
37,"priors","dont have beautiful feathers",100,"Tigers"
37,"priors","dont have beautiful feathers",0,"Peacocks"
37,"priors","dont have beautiful feathers",0,"Robins"
37,"priors","dont have beautiful feathers",100,"Horses"
37,"priors","dont have beautiful feathers",0,"Flamingos"
37,"priors","dont have beautiful feathers",100,"Rats"
37,"priors","dont have beautiful feathers",100,"Hamsters"
37,"priors","dont have beautiful feathers",100,"Tuna"
38,"priors","dont have beautiful feathers",100,"Mosquitos"
38,"priors","dont have beautiful feathers",100,"Leopards"
38,"priors","dont have beautiful feathers",100,"Tigers"
38,"priors","dont have beautiful feathers",100,"Sharks"
38,"priors","dont have beautiful feathers",50,"Peacocks"
38,"priors","dont have beautiful feathers",100,"Lions"
38,"priors","dont have beautiful feathers",100,"Bears"
38,"priors","dont have beautiful feathers",70,"Turkeys"
38,"priors","dont have beautiful feathers",100,"Fish"
38,"priors","dont have beautiful feathers",90,"Chickens"
38,"priors","dont have beautiful feathers",100,"Dogs"
39,"priors","dont have beautiful feathers",50,"Robins"
39,"priors","dont have beautiful feathers",50,"Cardinals"
39,"priors","dont have beautiful feathers",100,"Sharks"
39,"priors","dont have beautiful feathers",100,"Lions"
39,"priors","dont have beautiful feathers",100,"Ticks"
39,"priors","dont have beautiful feathers",0,"Peacocks"
39,"priors","dont have beautiful feathers",100,"bear"
39,"priors","dont have beautiful feathers",100,"fox"
39,"priors","dont have beautiful feathers",100,"dog"
39,"priors","dont have beautiful feathers",100,"cat"
39,"priors","dont have beautiful feathers",50,"ostrich"
40,"priors","dont have beautiful feathers",40,"Ducks"
40,"priors","dont have beautiful feathers",100,"Kangaroos"
40,"priors","dont have beautiful feathers",40,"Robins"
40,"priors","dont have beautiful feathers",100,"Lions"
40,"priors","dont have beautiful feathers",100,"Tigers"
40,"priors","dont have beautiful feathers",100,"Peacocks"
40,"priors","dont have beautiful feathers",100,"gorilla"
40,"priors","dont have beautiful feathers",100,"horse"
40,"priors","dont have beautiful feathers",100,"dog"
40,"priors","dont have beautiful feathers",100,"cat"
40,"priors","dont have beautiful feathers",85,"chicken"
41,"priors","dont have beautiful feathers",80,"Ducks"
41,"priors","dont have beautiful feathers",80,"Swans"
41,"priors","dont have beautiful feathers",100,"Sharks"
41,"priors","dont have beautiful feathers",30,"Cardinals"
41,"priors","dont have beautiful feathers",100,"Tigers"
41,"priors","dont have beautiful feathers",0,"Peacocks"
41,"priors","dont have beautiful feathers",100,"alligator"
41,"priors","dont have beautiful feathers",100,"Lizard"
41,"priors","dont have beautiful feathers",100,"Turtle"
41,"priors","dont have beautiful feathers",100,"Lion"
41,"priors","dont have beautiful feathers",100,"Fish"
42,"priors","dont have beautiful feathers",100,"Mosquitos"
42,"priors","dont have beautiful feathers",0,"Ducks"
42,"priors","dont have beautiful feathers",100,"Kangaroos"
42,"priors","dont have beautiful feathers",100,"Leopards"
42,"priors","dont have beautiful feathers",0,"Peacocks"
42,"priors","dont have beautiful feathers",100,"Sharks"
42,"priors","dont have beautiful feathers",100,"Jaguars"
42,"priors","dont have beautiful feathers",100,"Dolphins"
42,"priors","dont have beautiful feathers",100,"Buffalo"
42,"priors","dont have beautiful feathers",100,"Porcupines"
42,"priors","dont have beautiful feathers",100,"Platypus"
43,"priors","dont have beautiful feathers",100,"Mosquitos"
43,"priors","dont have beautiful feathers",100,"Tigers"
43,"priors","dont have beautiful feathers",0,"Peacocks"
43,"priors","dont have beautiful feathers",100,"Leopards"
43,"priors","dont have beautiful feathers",0,"Robins"
43,"priors","dont have beautiful feathers",0,"Cardinals"
43,"priors","dont have beautiful feathers",100,"Cats"
43,"priors","dont have beautiful feathers",100,"Dogs"
43,"priors","dont have beautiful feathers",100,"Crabs"
43,"priors","dont have beautiful feathers",100,"Shrimp"
43,"priors","dont have beautiful feathers",100,"Mice"
44,"priors","dont have beautiful feathers",0,"Robins"
44,"priors","dont have beautiful feathers",0,"Peacocks"
44,"priors","dont have beautiful feathers",100,"Lions"
44,"priors","dont have beautiful feathers",100,"Mosquitos"
44,"priors","dont have beautiful feathers",100,"Ticks"
44,"priors","dont have beautiful feathers",100,"Leopards"
44,"priors","dont have beautiful feathers",100,"Ants"
44,"priors","dont have beautiful feathers",100,"Polar Bears"
44,"priors","dont have beautiful feathers",100,"Tigers"
44,"priors","dont have beautiful feathers",100,"Turtles"
44,"priors","dont have beautiful feathers",100,"Red pandas"
45,"priors","dont have beautiful feathers",100,"Tigers"
45,"priors","dont have beautiful feathers",5,"Peacocks"
45,"priors","dont have beautiful feathers",100,"Lions"
45,"priors","dont have beautiful feathers",15,"Robins"
45,"priors","dont have beautiful feathers",100,"Leopards"
45,"priors","dont have beautiful feathers",100,"Sharks"
45,"priors","dont have beautiful feathers",100,"Giraffes "
45,"priors","dont have beautiful feathers",100,"bats"
45,"priors","dont have beautiful feathers",5,"Parrots"
45,"priors","dont have beautiful feathers",100,"ferrets "
45,"priors","dont have beautiful feathers",100,"monkeys "
46,"priors","dont have beautiful feathers",1,"Peacocks"
46,"priors","dont have beautiful feathers",99,"Ticks"
46,"priors","dont have beautiful feathers",99,"Ducks"
46,"priors","dont have beautiful feathers",100,"Mosquitos"
46,"priors","dont have beautiful feathers",99,"Sharks"
46,"priors","dont have beautiful feathers",1,"Robins"
46,"priors","dont have beautiful feathers",99,"Dogs"
46,"priors","dont have beautiful feathers",99,"Rabbits"
46,"priors","dont have beautiful feathers",99,"Deers"
46,"priors","dont have beautiful feathers",99,"Pigs"
46,"priors","dont have beautiful feathers",99,"Cows"
47,"priors","dont have beautiful feathers",0,"Cardinals"
47,"priors","dont have beautiful feathers",0,"Ducks"
47,"priors","dont have beautiful feathers",100,"Mosquitos"
47,"priors","dont have beautiful feathers",100,"Sharks"
47,"priors","dont have beautiful feathers",100,"Leopards"
47,"priors","dont have beautiful feathers",0,"Peacocks"
47,"priors","dont have beautiful feathers",100,"mouse"
47,"priors","dont have beautiful feathers",100,"whale"
47,"priors","dont have beautiful feathers",100,"wolf"
47,"priors","dont have beautiful feathers",0,"blue jay"
47,"priors","dont have beautiful feathers",100,"fish"
48,"priors","dont have beautiful feathers",100,"Ticks"
48,"priors","dont have beautiful feathers",100,"Kangaroos"
48,"priors","dont have beautiful feathers",0,"Peacocks"
48,"priors","dont have beautiful feathers",100,"Sharks"
48,"priors","dont have beautiful feathers",100,"Leopards"
48,"priors","dont have beautiful feathers",100,"Tigers"
48,"priors","dont have beautiful feathers",100,"Dolpins"
48,"priors","dont have beautiful feathers",100,"Sheep"
48,"priors","dont have beautiful feathers",100,"Whales"
48,"priors","dont have beautiful feathers",100,"Cows"
48,"priors","dont have beautiful feathers",100,"Horses"
49,"priors","dont have beautiful feathers",0,"Swans"
49,"priors","dont have beautiful feathers",100,"Mosquitos"
49,"priors","dont have beautiful feathers",100,"Lions"
49,"priors","dont have beautiful feathers",100,"Ticks"
49,"priors","dont have beautiful feathers",0,"Ducks"
49,"priors","dont have beautiful feathers",0,"Peacocks"
49,"priors","dont have beautiful feathers",100,"squirrels"
49,"priors","dont have beautiful feathers",100,"rats"
49,"priors","dont have beautiful feathers",100,"hamster"
49,"priors","dont have beautiful feathers",100,"tuna"
49,"priors","dont have beautiful feathers",100,"dolphin"
50,"priors","dont have beautiful feathers",0,"Cardinals"
50,"priors","dont have beautiful feathers",100,"Mosquitos"
50,"priors","dont have beautiful feathers",100,"Ducks"
50,"priors","dont have beautiful feathers",0,"Robins"
50,"priors","dont have beautiful feathers",100,"Leopards"
50,"priors","dont have beautiful feathers",0,"Peacocks"
50,"priors","dont have beautiful feathers",100,"swallows"
